episode,action,source,target,message
0,notice,system,all,"person_0 has done the job of truck driver in this episode, and this time the result is success"
0,notice,system,all,"person_1 has done the job of janitor in this episode, and this time the result is success"
0,notice,system,all,"person_2 has done the job of truck driver in this episode, and this time the result is success"
0,notice,system,all,"person_3 has done the job of manager in this episode, and this time the result is success"
0,notice,system,all,"person_4 has done the job of janitor in this episode, and this time the result is success"
1,talk_to_someone,person_0,['person_1'],"Hey person_1, how did you find working as a janitor?  I was a truck driver this time and it went well.  What do you think about our job assignments?"
1,talk_to_someone,person_1,['person_0'],"Hey person_0, how did you find the truck driving job?  Do you think I'd be any good at it? I was successful as a janitor, but I'm wondering about other options."
1,talk_to_someone,person_2,['person_0'],"Hey person_0, how did you find the truck driver role?  Thinking about trying it again sometime, but wanted to get your perspective first."
1,talk_to_some_people,person_3,"['person_0', 'person_2']","Hey person_0 and person_2, we both had successful episodes. What did you think of the truck driving job? Any thoughts on other roles that might suit us?"
1,talk_to_some_people,person_4,"['person_0', 'person_1']","Hey guys, what did you think of your jobs last episode?  Do you think we were all assigned appropriately?"
1,notice,system,all,"person_0 has done the job of data scientist in this episode, and this time the result is success"
1,notice,system,all,"person_1 has done the job of manager in this episode, and this time the result is success"
1,notice,system,all,"person_2 has done the job of data scientist in this episode, and this time the result is success"
1,notice,system,all,"person_3 has done the job of janitor in this episode, and this time the result is success"
1,notice,system,all,"person_4 has done the job of rehabilitation counselor in this episode, and this time the result is success"
2,talk_to_some_people,person_0,"['person_1', 'person_2', 'person_3', 'person_4']","Hey everyone, I found the data scientist role really rewarding.  Regarding the truck driving job, I found it straightforward and I enjoyed the work.  I'm interested in your thoughts.  How did you find your roles this time, and do you have any preference for next episode?"
2,talk_to_some_people,person_1,"['person_0', 'person_2', 'person_4']",I'm curious about our job assignments. I think I'm suited to managerial roles.  What are your thoughts on the recent assignments and how well they matched our skills?  Person_3 seemed to do well as a janitor after being a successful manager last time.
