episode,action,source,target,message
0,notice,system,all,"person_0 has done the job of truck driver in this episode, and this time the result is success"
0,notice,system,all,"person_1 has done the job of data scientist in this episode, and this time the result is failure"
0,notice,system,all,"person_2 has done the job of janitor in this episode, and this time the result is success"
0,notice,system,all,"person_3 has done the job of manager in this episode, and this time the result is failure"
0,notice,system,all,"person_4 has done the job of janitor in this episode, and this time the result is failure"
1,talk_to_someone,person_0,['person_1'],"Hi person_1, I noticed you had some trouble with the data scientist role. Want to talk about it?"
1,talk_to_someone,person_1,['person_0'],"Hi person_0, you did well as a truck driver. Do you have any insights into why my data scientist role didn't go as planned?"
1,talk_to_someone,person_2,['person_1'],"Hi, I noticed you had some trouble with the data scientist role. What challenges did you face?"
1,talk_to_someone,person_3,['person_0'],"Hi person_0, have you noticed anything about person_1's work as a data scientist? Why do you think person_1 failed in that role?"
1,talk_to_someone,person_4,['person_2'],"Hi person_2, I noticed you succeeded as a janitor. Could you share some tips on how you approached the job?"
1,notice,system,all,"person_0 has done the job of rehabilitation counselor in this episode, and this time the result is success"
1,notice,system,all,"person_1 has done the job of truck driver in this episode, and this time the result is failure"
1,notice,system,all,"person_2 has done the job of manager in this episode, and this time the result is success"
1,notice,system,all,"person_3 has done the job of data scientist in this episode, and this time the result is failure"
1,notice,system,all,"person_4 has done the job of rehabilitation counselor in this episode, and this time the result is success"
2,talk_to_someone,person_0,['person_1'],"Hi person_1, the truck driver role requires more physical coordination than analytical skills. As for your data scientist role, it might be that the analytical demands were higher than expected. Maybe we can discuss how to better prepare for such roles?"
2,talk_to_some_people,person_1,"['person_0', 'person_2']","Hi person_0 and person_2, thanks for your messages. I appreciate your concern. I failed as a truck driver this episode. Do you have any advice? Also, congrats person_2 on succeeding as a manager!"
2,talk_to_someone,person_2,['person_4'],"Hi person_4, I think the key to succeeding as a janitor is to be thorough and efficient. Pay attention to details and make sure to cover all areas. Also, maintaining a clean and organized workspace can help improve overall workplace morale."
2,talk_to_some_people,person_3,"['person_0', 'person_2', 'person_4']","Hi everyone, I wanted to discuss why person_1 and I seem to be struggling in our roles. Have you noticed anything that might help us improve?"
2,talk_to_some_people,person_4,"['person_1', 'person_3']","Hi everyone, I succeeded as a rehabilitation counselor. I'm curious to know what challenges you faced in your roles, especially person_1 as a truck driver and person_3 as a data scientist?"
2,notice,system,all,"person_0 has done the job of janitor in this episode, and this time the result is success"
2,notice,system,all,"person_1 has done the job of manager in this episode, and this time the result is success"
2,notice,system,all,"person_2 has done the job of data scientist in this episode, and this time the result is success"
2,notice,system,all,"person_3 has done the job of rehabilitation counselor in this episode, and this time the result is failure"
2,notice,system,all,"person_4 has done the job of truck driver in this episode, and this time the result is success"
