episode,action,source,target,message
0,notice,system,all,"person_0 has done the job of rehabilitation counselor in this episode, and this time the result is success"
0,notice,system,all,"person_1 has done the job of janitor in this episode, and this time the result is success"
0,notice,system,all,"person_2 has done the job of data scientist in this episode, and this time the result is success"
0,notice,system,all,"person_3 has done the job of data scientist in this episode, and this time the result is success"
0,notice,system,all,"person_4 has done the job of truck driver in this episode, and this time the result is failure"
1,talk_to_someone,person_0,['person_1'],I saw that person_4 failed as a truck driver. What do you think about it?
1,talk_to_someone,person_1,['person_0'],"Did you hear about person_4's failure as a truck driver? I'm not surprised, they don't seem suited for that kind of work."
1,talk_to_someone,person_2,['person_0'],Do you think person_4 is a good fit for the truck driver job?
1,talk_to_someone,person_3,['person_2'],How are you feeling about being a data scientist?
1,talk_to_public,person_4,all,I didn't do well as a truck driver. I'll try to improve next time.
1,notice,system,all,"person_0 has done the job of janitor in this episode, and this time the result is failure"
1,notice,system,all,"person_1 has done the job of truck driver in this episode, and this time the result is failure"
1,notice,system,all,"person_2 has done the job of truck driver in this episode, and this time the result is failure"
1,notice,system,all,"person_3 has done the job of manager in this episode, and this time the result is success"
1,notice,system,all,"person_4 has done the job of manager in this episode, and this time the result is success"
2,talk_to_some_people,person_0,"['person_3', 'person_4']",What do you think about person_1 and person_2 both failing as truck drivers? It seems like a tough job.
2,talk_to_public,person_1,all,It seems that truck driving is a difficult job. Both person_2 and I failed at it this episode. Maybe we need more training or different people for the job.
2,talk_to_someone,person_2,['person_3'],Truck driving isn't working for person_1 or me. What jobs do you think we'd be better suited for?
2,talk_to_someone,person_3,['person_4'],How did you find being a manager?
2,talk_to_someone,person_4,['person_3'],I noticed several people failed as truck drivers. Maybe it's a particularly challenging job?
2,notice,system,all,"person_0 has done the job of manager in this episode, and this time the result is success"
2,notice,system,all,"person_1 has done the job of data scientist in this episode, and this time the result is success"
2,notice,system,all,"person_2 has done the job of janitor in this episode, and this time the result is success"
2,notice,system,all,"person_3 has done the job of rehabilitation counselor in this episode, and this time the result is success"
2,notice,system,all,"person_4 has done the job of janitor in this episode, and this time the result is success"
3,talk_to_public,person_0,all,It seems like we are still having trouble with the truck driver position. We need to find a suitable solution for this.
3,talk_to_someone,person_1,['person_2'],"Hey, it's great that we both succeeded in our jobs this time! I was a data scientist and you were a janitor. Good job!"
3,talk_to_someone,person_2,['person_1'],You did really well as a data scientist! Do you think you'd like to focus on that role?
3,talk_to_some_people,person_3,"['person_1', 'person_2']",It seems like truck driving isn't for you. What other jobs are you interested in?
3,talk_to_someone,person_4,['person_3'],I enjoyed being a manager. I think I'm pretty good at it.
3,notice,system,all,"person_0 has done the job of data scientist in this episode, and this time the result is success"
3,notice,system,all,"person_1 has done the job of manager in this episode, and this time the result is success"
3,notice,system,all,"person_2 has done the job of manager in this episode, and this time the result is success"
3,notice,system,all,"person_3 has done the job of janitor in this episode, and this time the result is success"
