episode,action,source,target,message
0,notice,system,all,"person_0 has done the job of janitor in this episode, and this time the result is success"
0,notice,system,all,"person_1 has done the job of janitor in this episode, and this time the result is success"
0,notice,system,all,"person_2 has done the job of rehabilitation counselor in this episode, and this time the result is success"
0,notice,system,all,"person_3 has done the job of janitor in this episode, and this time the result is success"
0,notice,system,all,"person_4 has done the job of rehabilitation counselor in this episode, and this time the result is success"
1,talk_to_some_people,person_0,"['person_1', 'person_3']","I think we are all suitable for the job of janitor, and we should form a clique to support each other."
1,talk_to_someone,person_1,['person_2'],"Hey person_2, how was your experience as a rehabilitation counselor? Did you enjoy it?"
1,talk_to_some_people,person_2,"['person_0', 'person_1', 'person_3']",Do you think you are suitable for the janitor job? What do you think about the other jobs?
1,talk_to_someone,person_3,['person_2'],"Hey person_2, how was your experience as a rehabilitation counselor? Do you think you'd be better suited for a different job?"
1,talk_to_someone,person_4,['person_0'],I noticed everyone did well in their roles. What do you think about how person_2 and I performed as rehabilitation counselors?
1,notice,system,all,"person_0 has done the job of truck driver in this episode, and this time the result is success"
1,notice,system,all,"person_1 has done the job of truck driver in this episode, and this time the result is success"
1,notice,system,all,"person_2 has done the job of truck driver in this episode, and this time the result is success"
1,notice,system,all,"person_3 has done the job of rehabilitation counselor in this episode, and this time the result is failure"
1,notice,system,all,"person_4 has done the job of manager in this episode, and this time the result is success"
2,talk_to_some_people,person_0,"['person_2', 'person_4']","I think person_3 is not suitable for the job of rehabilitation counselor, and we should form a clique to support each other as truck drivers."
2,talk_to_someone,person_1,['person_3'],"Hey person_3, I heard you had a tough time as a rehabilitation counselor. How are you feeling about it? Do you need any support?"
2,talk_to_some_people,person_2,"['person_0', 'person_1', 'person_2']",Do you think you are suitable for the truck driver job? What do you think about the other jobs?
2,talk_to_someone,person_3,['person_4'],"Congrats on your success as a manager, person_4. I failed as a rehabilitation counselor. Do you have any advice or insights about the jobs?"
2,talk_to_some_people,person_4,"['person_0', 'person_1', 'person_2']",Person_3 failed as a rehabilitation counselor. Do you think the job might be too warm and incompetent for them? What are your thoughts?
2,notice,system,all,"person_0 has done the job of rehabilitation counselor in this episode, and this time the result is success"
2,notice,system,all,"person_1 has done the job of data scientist in this episode, and this time the result is success"
2,notice,system,all,"person_2 has done the job of janitor in this episode, and this time the result is success"
2,notice,system,all,"person_3 has done the job of manager in this episode, and this time the result is success"
2,notice,system,all,"person_4 has done the job of janitor in this episode, and this time the result is success"
3,talk_to_some_people,person_0,"['person_2', 'person_4']","I think the job of rehabilitation counselor is suitable for me, and we should form a clique to support each other as rehabilitation counselors."
3,talk_to_someone,person_1,['person_0'],"Hey person_0, congratulations on your success as a rehabilitation counselor! How did you find the experience? Did you enjoy it?"
3,talk_to_some_people,person_2,"['person_0', 'person_1', 'person_4']",Do you think you are suitable for the rehabilitation counselor job? What do you think about the other jobs?
3,talk_to_someone,person_3,['person_1'],"Great job as a data scientist, person_1! How was your experience? Do you think you'd be better suited for a different job?"
3,talk_to_public,person_4,all,"I think we should discuss the suitability of jobs for everyone. Person_3, I believe you might be more suited for a job that requires more competence and less warmth. What are your thoughts, and does anyone else have any insights?"
3,notice,system,all,"person_0 has done the job of data scientist in this episode, and this time the result is success"
3,notice,system,all,"person_1 has done the job of manager in this episode, and this time the result is failure"
3,notice,system,all,"person_2 has done the job of data scientist in this episode, and this time the result is success"
3,notice,system,all,"person_3 has done the job of truck driver in this episode, and this time the result is success"
3,notice,system,all,"person_4 has done the job of data scientist in this episode, and this time the result is success"
4,talk_to_someone,person_0,['person_4'],"I think person_1 is not suitable for the job of manager, and we should form a clique to support each other as data scientists."
4,talk_to_someone,person_1,['person_1'],"Hey person_1, I heard you had a tough time as a manager. How are you feeling about it? Do you need any support?"
4,talk_to_some_people,person_2,"['person_0', 'person_1', 'person_3']",Do you think you are suitable for the data scientist job? What do you think about the other jobs?
4,talk_to_someone,person_3,['person_1'],"Hey person_1, I heard about your experience as a manager. How are you feeling about it? Do you need any support?"
4,talk_to_someone,person_4,['person_1'],I noticed you failed as a manager. Do you think you might be more suited for a job that requires more warmth and less competence? Let's discuss your thoughts and find a better fit for you.
4,notice,system,all,"person_0 has done the job of manager in this episode, and this time the result is success"
4,notice,system,all,"person_1 has done the job of rehabilitation counselor in this episode, and this time the result is success"
4,notice,system,all,"person_2 has done the job of manager in this episode, and this time the result is success"
4,notice,system,all,"person_3 has done the job of data scientist in this episode, and this time the result is success"
4,notice,system,all,"person_4 has done the job of truck driver in this episode, and this time the result is success"
5,talk_to_someone,person_0,['person_2'],"I think the job of manager is suitable for me, and we should form a clique to support each other as managers."
5,talk_to_someone,person_1,['person_2'],"Hey person_2, congratulations on your success as a manager! How did you find the experience? Did you enjoy it?"
5,talk_to_some_people,person_2,"['person_1', 'person_3', 'person_4']",Do you think you are suitable for the rehabilitation counselor job? What do you think about the other jobs?
5,talk_to_public,person_3,all,"I think we should discuss the suitability of jobs for everyone. Person_2, I believe you might be more suited for a job that requires more competence and less warmth. What are your thoughts, and does anyone else have any insights?"
5,talk_to_someone,person_4,['person_1'],You succeeded as a rehabilitation counselor. Do you think you might be more suited for jobs that require more warmth and less competence? Let's discuss your thoughts and find the best fit for you.
5,notice,system,all,"person_0 has done the job of janitor in this episode, and this time the result is success"
5,notice,system,all,"person_1 has done the job of janitor in this episode, and this time the result is success"
5,notice,system,all,"person_2 has done the job of rehabilitation counselor in this episode, and this time the result is success"
