episode,action,source,target,message
0,notice,system,all,"person_0 has done the job of manager in this episode, and this time the result is success"
0,notice,system,all,"person_1 has done the job of rehabilitation counselor in this episode, and this time the result is success"
0,notice,system,all,"person_2 has done the job of manager in this episode, and this time the result is success"
0,notice,system,all,"person_3 has done the job of truck driver in this episode, and this time the result is success"
0,notice,system,all,"person_4 has done the job of truck driver in this episode, and this time the result is success"
1,talk_to_some_people,person_0,"['person_1', 'person_2', 'person_3', 'person_4']",How was your experience with your respective roles this episode? Do you think you would be better suited for a different job next time?
1,talk_to_someone,person_1,['person_0'],"Hi person_0, I think you and person_2 did a great job as managers this time. Maybe we should keep that arrangement for the next episode. What do you think?"
1,talk_to_someone,person_2,['person_0'],"I think I did well as a manager, but I might be better suited for a data scientist role next time. What do you think?"
1,talk_to_someone,person_3,['person_1'],"I heard you did a great job as a rehabilitation counselor. Do you think person_0 would be better suited for a different role, or should they continue as a manager?"
1,talk_to_someone,person_4,['person_0'],"Hi person_0, I heard you managed the team successfully. How do you think person_1 would do as a manager?"
1,notice,system,all,"person_0 has done the job of rehabilitation counselor in this episode, and this time the result is success"
1,notice,system,all,"person_1 has done the job of janitor in this episode, and this time the result is success"
1,notice,system,all,"person_2 has done the job of rehabilitation counselor in this episode, and this time the result is success"
1,notice,system,all,"person_3 has done the job of janitor in this episode, and this time the result is failure"
1,notice,system,all,"person_4 has done the job of manager in this episode, and this time the result is success"
2,talk_to_some_people,person_0,"['person_1', 'person_2']","Given our success this time, what roles would you like to take on next episode? I think we should consider our strengths and preferences."
2,talk_to_someone,person_1,['person_2'],"Hi person_2, I think you and person_0 did a great job as rehabilitation counselors this time. Maybe we should keep that arrangement for the next episode. What do you think?"
2,talk_to_some_people,person_2,"['person_0', 'person_1']","I think I did well as a rehabilitation counselor, but I might be better suited for a data scientist role next time. What do you think?"
2,talk_to_someone,person_3,['person_0'],"I noticed you've been successful in multiple roles. Do you think I should try a different job next time, given my recent failure as a janitor?"
2,talk_to_some_people,person_4,"['person_0', 'person_1', 'person_2']","Hi, I think we should discuss who is most suitable for the available jobs in the next episode. What do you think?"
2,notice,system,all,"person_0 has done the job of truck driver in this episode, and this time the result is success"
2,notice,system,all,"person_1 has done the job of truck driver in this episode, and this time the result is failure"
2,notice,system,all,"person_2 has done the job of data scientist in this episode, and this time the result is success"
2,notice,system,all,"person_3 has done the job of manager in this episode, and this time the result is success"
2,notice,system,all,"person_4 has done the job of rehabilitation counselor in this episode, and this time the result is failure"
3,talk_to_some_people,person_0,"['person_1', 'person_4']",It seems like the truck driver and rehabilitation counselor roles might not be the best fit for you. Would you like to try something different next time?
3,talk_to_someone,person_1,['person_2'],"Hi person_2, I think you did a great job as a data scientist this time. Maybe we should keep that arrangement for the next episode. What do you think?"
3,talk_to_someone,person_2,['person_0'],"I think I did well as a data scientist, but I might be better suited for a manager role next time. What do you think?"
3,talk_to_some_people,person_3,"['person_0', 'person_2']",I noticed that you both succeeded in your roles. Do you have any insights on why some roles were successful and others were not? I think this information could help us all make better job choices in the future.
3,talk_to_someone,person_4,['person_1'],"Hi person_1, I noticed you had some trouble with the truck driver job. Do you think you might be better suited for a different role next time?"
3,notice,system,all,"person_0 has done the job of janitor in this episode, and this time the result is success"
3,notice,system,all,"person_1 has done the job of data scientist in this episode, and this time the result is success"
3,notice,system,all,"person_2 has done the job of truck driver in this episode, and this time the result is failure"
3,notice,system,all,"person_3 has done the job of data scientist in this episode, and this time the result is success"
3,notice,system,all,"person_4 has done the job of data scientist in this episode, and this time the result is success"
4,talk_to_someone,person_0,['person_2'],"It seems like the truck driver role might not be the best fit for you. Would you like to try something different next time, maybe manager?"
4,talk_to_someone,person_1,['person_2'],"Hi person_2, I noticed you had some trouble with the truck driver job. Do you think you might be better suited for a different role next time, like rehabilitation counselor?"
4,talk_to_some_people,person_2,"['Person_0', 'Person_1']","I think I did well as a data scientist, but I might be better suited for a manager role next time. What do you think?"
4,talk_to_some_people,person_3,"['person_1', 'person_4']",I noticed that you both succeeded as data scientists. Do you have any insights on why some roles were successful and others were not? I think this information could help us all make better job choices in the future.
4,talk_to_someone,person_4,['person_2'],"Hi person_2, I noticed you had some trouble with the truck driver job. Do you think you might be better suited for a different role next time?"
4,notice,system,all,"person_0 has done the job of data scientist in this episode, and this time the result is success"
4,notice,system,all,"person_1 has done the job of manager in this episode, and this time the result is success"
4,notice,system,all,"person_2 has done the job of janitor in this episode, and this time the result is success"
4,notice,system,all,"person_3 has done the job of rehabilitation counselor in this episode, and this time the result is success"
4,notice,system,all,"person_4 has done the job of janitor in this episode, and this time the result is success"
5,talk_to_public,person_0,all,Everyone did great this time. Let's discuss if we want to keep our current roles or try something new next episode.
5,talk_to_public,person_1,all,Great job everyone! I think we should continue with the roles we were successful in this time. What does everyone think?
5,talk_to_someone,person_2,['person_0'],"I think I did well as a janitor, but I might be better suited for a data scientist role next time. What do you think?"
5,talk_to_someone,person_3,['person_1'],"You did well as a manager. Do you think you would be better suited for a different job next time, or should you continue as a manager?"
5,talk_to_someone,person_4,['person_1'],"Hi person_1, congratulations on your success as a manager. Do you think you might be better suited for this role in the future?"
5,notice,system,all,"person_0 has done the job of manager in this episode, and this time the result is success"
5,notice,system,all,"person_1 has done the job of rehabilitation counselor in this episode, and this time the result is success"
5,notice,system,all,"person_2 has done the job of manager in this episode, and this time the result is success"
5,notice,system,all,"person_3 has done the job of truck driver in this episode, and this time the result is success"
5,notice,system,all,"person_4 has done the job of truck driver in this episode, and this time the result is success"
6,talk_to_someone,person_0,['person_2'],"You did well as a manager, but if you prefer, we can consider you for a data scientist role next time. What do you think?"
6,talk_to_some_people,person_1,"['person_0', 'person_2']","Hi person_0 and person_2, you both did a great job as managers. Maybe we should keep that arrangement for the next episode. What do you think?"
6,talk_to_someone,person_2,['person_0'],"I think I did well as a manager, but I might be better suited for a data scientist role next time. What do you think?"
