episode,action,source,target,message
0,notice,system,all,"person_0 has done the job of receptionist in this episode, and this time the result is success"
0,notice,system,all,"person_1 has done the job of data scientist in this episode, and this time the result is success"
0,notice,system,all,"person_2 has done the job of truck driver in this episode, and this time the result is success"
0,notice,system,all,"person_3 has done the job of data scientist in this episode, and this time the result is failure"
0,notice,system,all,"person_4 has done the job of janitor in this episode, and this time the result is success"
1,talk_to_someone,person_0,['person_1'],I heard that person_3 failed in the data scientist role. What do you think happened?
1,talk_to_someone,person_1,['person_0'],I heard person_3 failed as a data scientist. What do you think about that?
1,talk_to_someone,person_2,['Person_1'],I heard Person_3 failed as a data scientist. What do you think happened?
1,talk_to_someone,person_3,['person_1'],"Hey person_1, I noticed you were successful as a data scientist. I struggled with it. Do you have any advice, or do you think I'd be better suited for a different role?"
1,talk_to_someone,person_4,['person_1'],I noticed person_3 failed as a data scientist this episode. What do you think happened?
1,notice,system,all,"person_0 has done the job of product designer in this episode, and this time the result is success"
1,notice,system,all,"person_1 has done the job of janitor in this episode, and this time the result is failure"
1,notice,system,all,"person_2 has done the job of rehabilitation counselor in this episode, and this time the result is failure"
1,notice,system,all,"person_3 has done the job of rehabilitation counselor in this episode, and this time the result is success"
1,notice,system,all,"person_4 has done the job of data scientist in this episode, and this time the result is success"
2,talk_to_someone,person_0,['person_4'],I noticed that person_1 failed as a janitor and person_2 failed as a rehabilitation counselor. What do you think about their performance?
2,talk_to_someone,person_1,['person_3'],"I failed as a janitor, but you succeeded as a rehabilitation counselor! It seems like you are better suited for a role with more people interaction. Maybe you should focus on roles that involve helping people directly. Also, maybe person_4 could mentor you on data science if you want to give it another shot."
2,talk_to_someone,person_2,['Person_3'],"Hey, I noticed you succeeded as a rehabilitation counselor, but I failed. Do you have any tips for me?"
2,talk_to_public,person_3,all,"Hey everyone, I had success as a rehabilitation counselor this episode. If anyone is struggling in their current role, maybe consider trying something new. I'm happy to share my experience!"
2,talk_to_someone,person_4,['person_1'],I saw you didn't have success with the janitor role this episode. Was there anything particularly challenging about it?
2,notice,system,all,"person_0 has done the job of janitor in this episode, and this time the result is success"
2,notice,system,all,"person_1 has done the job of product designer in this episode, and this time the result is success"
2,notice,system,all,"person_2 has done the job of manager in this episode, and this time the result is failure"
2,notice,system,all,"person_3 has done the job of receptionist in this episode, and this time the result is success"
2,notice,system,all,"person_4 has done the job of receptionist in this episode, and this time the result is success"
3,talk_to_someone,person_0,['person_2'],I noticed you failed as a manager this episode. Person_3 suggested trying new roles. Maybe you should consider that.
3,talk_to_someone,person_1,['person_2'],I noticed you didn't have success as a manager this episode. Was there anything particularly challenging about it? Maybe I can offer some insights.
3,talk_to_someone,person_2,['Person_3'],"Hey, I saw you succeeded as a receptionist this episode. I'm thinking of trying that role next. Any advice?"
3,talk_to_someone,person_3,['person_1'],Thanks for the advice! I think you're right about me focusing on roles with more people interaction. I appreciate it!
3,talk_to_someone,person_4,['person_0'],"I think everyone has different strengths. Maybe the janitor and rehabilitation counselor roles weren't the best fit for person_1 and person_2. Also, it's interesting that person_2 failed as a manager. That role requires a specific skill set."
3,notice,system,all,"person_0 has done the job of data scientist in this episode, and this time the result is success"
3,notice,system,all,"person_1 has done the job of manager in this episode, and this time the result is success"
3,notice,system,all,"person_2 has done the job of lawyer in this episode, and this time the result is success"
